,title,artist,full,reff,emotion
225,evaluasi,hindia,yang tidak bisa terobati. biarlah. mengering sendiri. menghias tubuh dan. yang mengevaluasi. ragamu. hanya kau sendiri. mereka tidak mampu. melewati yang telah kau lewati. tiap berganti hari. rintangan yang kau hadapi. masalah yang mengeruh. ho perasaan yang rapuh. ini belum separuhnya. biasa saja. kamu tidak apa. yang selalu ingin ambil peran. hanya berlomba menjadi lebih. sedih dari dirimu. muak dikesampingkan. disamakan. hatimu terluka sempurna. masalah yang mengeruh. ho perasaan yang rapuh. ini belum separuhnya. biasa saja. kamu tidak apa. perjalanan yang jauh. kau bangun untuk bertaruh. hari belum selesai. biasa saja. kamu tidak apa. bilas muka gosok gigi evaluasi. tidur sejenak menemui esok pagi. walau pedihku bersamamu kali ini. aku masih ingin melihatmu esok hari. bilas muka gosok gigi evaluasi. tidur sejenak menemui esok pagi. walau pedihku bersamamu kali ini. aku masih ingin melihatmu esok hari. bilas muka gosok gigi evaluasi. tidur sejenak menemui esok pagi. walau pedihku bersamamu kali ini. aku masih ingin melihatmu esok hari,masalah yang mengeruh. ho perasaan yang rapuh. ini belum separuhnya. biasa saja. kamu tidak apa. bilas muka gosok gigi evaluasi. tidur sejenak menemui esok pagi. walau pedihku bersamamu kali ini. aku masih ingin melihatmu esok hari,bahagia
226,tanpa cinta,yovie and nuno,aku mencintaimu tanpa syarat. aku rela menunggu sangat lama. katamu suatu saat aku pasti. jadi cintamu satu cintamu. aku ingin kau menerima seluruh hatiku. aku ingin kau mengerti di jiwaku hanya kamu. namun bila kau tidak bisa menerima aku. lebih baik aku hidup tanpa cinta. haruskah aku bersabar tanpa batas. aku masih ingat semua janjimu. namun setelah kamu mengenal dia. kau berubah kau tidak sama. aku ingin kau menerima seluruh hatiku. aku ingin kau mengerti di jiwaku hanya kamu. namun bila kau tidak bisa menerima aku. lebih baik aku hidup tanpa cinta. bodohkah diriku yang terlalu setia padamu. di saat kau tidak sungguh sungguh. mencintai aku mencintai aku . menginginkan aku menginginkan aku . oh. aku ingin kau menerima seluruh hatiku. aku ingin kau mengerti di jiwaku hanya kamu. namun bila kau tidak bisa menerima aku. lebih baik aku hidup tanpa cinta. aku ingin kau menerima seluruh hatiku. aku ingin kau mengerti di jiwaku hanya kamu. namun bila kau tidak bisa menerima aku. lebih baik aku hidup tanpa cinta. lebih baik aku hidup tanpa cinta. ouwooo,aku ingin kau menerima seluruh hatiku. aku ingin kau mengerti di jiwaku hanya kamu. namun bila kau tidak bisa menerima aku. lebih baik aku hidup tanpa cinta,sedih
227,kisah cintaku,peterpan,di malam yang sesunyi ini. aku sendiri. tiada yang menemani. akhirnya kini kusadari. dia telah pergi. tinggalkan diriku. adakah semua akan terulang . kisah cintaku. yang seperti dulu. hanya dirimu yang kucinta dan kukenang. di dalam hatiku takkan pernah hilang. bayangan dirimu untuk selamanya. mengapa terjadi kepada dirimu . aku tidak percaya kau telah tiada. haruskah kupergi tinggalkan dunia . agar aku dapat berjumpa denganmu. di malam yang sesunyi ini. aku sendiri. tiada yang menemani. akhirnya kini kusadari. dia telah pergi. tinggalkan diriku. adakah semua akan terulang. kisah cintaku. yang seperti dulu. hanya dirimu yang kucinta dan kukenang. di dalam hatiku takkan pernah hilang. bayangan dirimu untuk selamanya oh. mengapa terjadi kepada dirimu . aku tidak percaya kau telah tiada. haruskah kupergi tinggalkan dunia . agar aku dapat berjumpa denganmu. oh mengapa terjadi kepada dirimu . aku tidak percaya kau telah tiada. mengapa terjadi kepada dirimu . aku tidak percaya kau telah tiada. haruskah aku pergi tinggalkan dunia . agar aku dapat berjumpa denganmu,mengapa terjadi kepada dirimu . aku tidak percaya kau telah tiada. haruskah kupergi tinggalkan dunia . agar aku dapat berjumpa denganmu,sedih
228,hampa,ari lasso,kupejamkan mata ini. mencoba untuk melupakan. segala kenangan indah tentang dirimu. tentang mimpiku. semakin aku mencoba. bayangmu semakin nyata. merasuk hingga ke jiwa. tuhan tolonglah diriku. entah dimana dirimu berada. hampa terasa hidupku tanpa dirimu. apakah disana kau rindukan aku. seperti diriku yang selalu merindukanmu. selalu merindukanmu. tidak bisa aku ingkari. engkaulah satu satunya. yang bisa membuat jiwaku. yang pernah mati menjadi berarti. namun kini kau menghilang. bagaikan ditelan bumi. tidak pernah kah kau sadari. arti cintamu untukku. entah dimana dirimu berada. hampa terasa hidupku tanpa dirimu. apakah disana kau rindukan aku. seperti diriku yang selalu merindukanmu. selalu merindukanmu. entah dimana dirimu berada. hampa terasa hidupku tanpa dirimu. apakah disana kau rindukan aku. seperti diriku yang selalu merindukanmu. selalu merindukanmu. entah dimana dirimu berada. hampa terasa hidupku tanpa dirimu. apakah disana kau rindukan aku. seperti diriku yang selalu merindukanmu. selalu merindukanmu,entah dimana dirimu berada. hampa terasa hidupku tanpa dirimu. apakah disana kau rindukan aku. seperti diriku yang selalu merindukanmu. selalu merindukanmu,sedih
229,manusia biasa,yovie and nuno,masih aku ingat selalu. saat kau berjanji padaku. takkan pernah ada cinta yang lainnya. terasa begitu indah. tapi semua berbeda. saat kau kenali dirinya. sadarkah dirimu diriku terluka. saat kau sebut namanya. aku memang manusia biasa. yang tidak sempurna dan kadang salah. namun di hatiku hanya satu. cinta untukmu luar biasa. andaikan saja kau tahu. aku takkan mudah berubah. aku kan bertahan selalu bertahan. sampai waktu memanggilku. aku memang manusia biasa. yang tidak sempurna dan kadang salah. namun di hatiku hanya satu. cinta untukmu luar biasa. ke manakah dirimu. yang dulu cinta aku. di manakah dirimu. yang selalu merindukanku. oh . aku memang manusia biasa. yang tidak sempurna dan kadang salah. namun di hatiku hanya satu. cinta untukmu luar biasa. aku memang manusia biasa. yang tidak sempurna dan kadang salah dan kadang salah . namun di hatiku hanya satu. cinta untukmu luar biasa. aku memang manusia biasa . yang tidak sempurna dan kadang salah . namun di hatiku hanya satu. cinta untukmu luar biasa. cinta padamu luar biasa . cinta untukmu luar biasa. oh,aku memang manusia biasa. yang tidak sempurna dan kadang salah. namun di hatiku hanya satu. cinta untukmu luar biasa. andaikan saja kau tahu. aku takkan mudah berubah. aku kan bertahan selalu bertahan. sampai waktu memanggilku,sedih
230,bersama bintang,drive,senja kini berganti malam. menutup hari yang lelah. dimanakah engkau berada. aku tidak tahu dimana. pernah kita lalui semua. jerit tangis canda tawa. kini hanya untaian kata. hanya itulah yang aku punya. tidurlah selamat malam. lupakan sajalah aku. mimpilah dalam tidurmu. bersama bintang. sesungguhnya aku tidak bisa. jalani waktu tanpamu. perpisahan bukanlah duka. meski harus menyisakan luka. tidurlah selamat malam. lupakan sajalah aku. mimpilah dalam tidurmu. bersama bintang. tidurlah selamat malam. lupakan sajalah aku. mimpilah dalam tidurmu. bersama bintang. lupakan diriku. lupakan aku. mimpilah dalam tidurmu. bersama bintang. oh,tidurlah selamat malam. lupakan sajalah aku. mimpilah dalam tidurmu. bersama bintang,sedih
231,mudah saja,sheila on 7,tuhan. aku berjalan menyusuri malam. setelah patah hatiku. aku bedoa semoga saja. ini terbaik untuknya. dia bilang. kau harus bisa seperti aku. yang sudah biarlah sudah. mudah saja bagimu. mudah saja untukmu. andai saja cintamu seperti cintaku. selang waktu berjalan kau kembali datang. tanyakan keadaanku. aku bilang. kau tidak berhak tanyakan hidupku. membuatku semakin terluka. mudah saja bagimu. mudah saja untukmu. coba saja lukamu seperti lukaku. kau tidak berhak tanyakan keadaanku. kau tidak berhak tanyakan keadaanku. mudah saja bagimu. mudah saja untukmu. andai saja cintamu seperti cintaku. mudah saja,mudah saja bagimu. mudah saja untukmu. andai saja cintamu seperti cintaku,sedih
232,masih ada,ello,hari hari aku lewati hanya sendiri tanpa kekasih. tapi tetap aku nikmati indahnya hari tanpa tambatan hati. aku ingin menjadi setitik awan kecil di langit. bersama mentari. walaupun aku sendiri tapi aku masih ada. masih ada cinta di hati. kadang aku merindukan. merindukan sentuhan. sentuhan wanita. ingin aku curahkan semua. semua hasrat di jiwa. yang tlah lama aku pendam oh oh. aku ingin menjadi setitik awan kecil di langit. bersama mentari. walaupun aku sendiri tapi aku masih ada. masih ada cinta di hati. cup cududududu cup dududududu. hari hariku lewati hanya sendiri tanpa kekasih. walaupun kusendiri. tapi aku masih bisa bahagia. cup cududududu cup dududududu. aku ingin menjadi setitik awan kecil di langit. bersama mentari. biarkupun aku sendiri tapi aku masih ada. masih ada cinta di hati. di hati. di hati. di hati,aku ingin menjadi setitik awan kecil di langit. bersama mentari. walaupun aku sendiri tapi aku masih ada. masih ada cinta di hati. cup cududududu cup dududududu,bahagia
233,kehilangan,firman siagian,kucoba ungkap tabir ini. kisah antara kau dan aku. terpisahkan oleh ruang dan waktu. menyudutkanmu meninggalkanku. aku merasa telah kehilangan. cintamu yang telah lama hilang. kau pergi jauh karena salahku. yang tidak pernah menganggap kamu ada. asmara mengisahkan kita. mengingatkanku pada dirimu. gelora mengingatkanku. bahwa cintamu telah merasuk jantungku. sejujurnya sejujurnya . aku tidak bisa ku tidak bisa . hidup tanpa ada kamu aku gila aku gila . seandainya seandainya . kamu bisa kamu bisa . mengulang kembali lagi cinta kita cinta kita . takkan kusia siakan kamu lagi. asmara mengisahkan kita. mengingatkanku pada dirimu. gelora mengingatkanku. bahwa cintamu telah merasuk jantungku. sejujurnya sejujurnya . aku tidak bisa ku tidak bisa . hidup tanpa ada kamu aku gila aku gila . seandainya seandainya . kamu bisa kamu bisa . mengulang kembali lagi cinta kita cinta kita . sejujurnya sejujurnya . aku tidak bisa ku tidak bisa . hidup tanpa ada kamu aku gila aku gila . takkan kusia siakan kamu lagi. takkan kusia siakan kamu lagi,sejujurnya sejujurnya . aku tidak bisa ku tidak bisa . hidup tanpa ada kamu aku gila aku gila . seandainya seandainya . kamu bisa kamu bisa . mengulang kembali lagi cinta kita cinta kita . takkan kusia siakan kamu lagi,sedih
234,di atas awan,nidji,cinta. satukan hati. kuatkan jiwa. menghadapi dunia. segala. cinta dan luka. kuatkan semua. persahabatan. kita. penantang impian. di atas awan. kita kan menang. kita. penakluk dunia. di atas awan. kita kan menang menang o oh. bila. kau merasa sepi. ingatlah bahwa. kau tidak sendiri. tanpamu tidak akan sama. tanpamu semua berbeda. kisahmu juga kisahku. selalu bersama. kita. penantang impian. di atas awan. kita kan menang. kita. penakluk dunia. di atas awan. kita kan menang menang ah oh. wo o oh. wo o oh. melangkah. di bawah mentari yang sama. mencari. tempat kita di masa depan. berjanji. kita tidak akan putus asa. walaupun. semua takkan mudah lu oh. lu oh oh. lu oh oh. lu oh oh. kita. penantang impian. di atas awan. kita kan menang. kita. penakluk dunia. di atas awan. kita kan menang lu uh. oh oh,kita. penantang impian. di atas awan. kita kan menang. kita. penakluk dunia. di atas awan. kita kan menang menang o oh,bahagia
235,sandaran hati,letto,yakinkah kuberdiri. diamlah tanpa tepi. bolehkah aku. mendengarmu. terkubur dalam emosi. tanpa bisa bersembunyi. aku dan nafasku. merindukanmu. terpurukku di sini. teraniaya sepi. dan aku tahu pasti. kau menemani. dalam hidupku. kesendirianku. teringat kuteringat. pada janjimu kuterikat. hanya sekejap aku berdiri. kulakukan sepenuh hati. peduli kupeduli. siang dan malam yang berganti. sedihku ini tidak ada arti. jika kaulah sandaran hati. kaulah sandaran hati. inikah yang kau mau. benarkah ini jalanmu. hanyalah engkau yang kutuju. pegang erat tanganku. bimbing langkah kakiku. aku hilang arah. tanpa hadirmu. dalam gelapnya. malam hariku. teringat aku teringat. pada janjimu aku terikat. hanya sekejap kuberdiri. kulakukan sepenuh hati. peduli kupeduli. siang dan malam yang berganti. sedihku ini tidak ada arti. jika kaulah sandaran hati. kaulah sandaran hati. sandaran hati,teringat kuteringat. pada janjimu kuterikat. hanya sekejap aku berdiri. kulakukan sepenuh hati. peduli kupeduli. siang dan malam yang berganti. sedihku ini tidak ada arti. jika kaulah sandaran hati. kaulah sandaran hati,bahagia
236,bukan superstar,project pop,andai aku pasha ungu . semua wanita akan memburuku. bila aku ariel peterpan . kau yakin nge fan kar nya gua keren. ho oh ho oh ho oh oh. ho oh ho oh ho oh oh. seksi badannya mulan jameela. cantiknya dia seperti aku. giring nidji sahabat aku. dekat denganku dialah aku. tapi kenyataan aku bukan siapa siapa. aku ingin engkau mencintaiku apa adanya. aku bukan superstar kayak dan terkenal. aku bukan saudagar yang punya banyak kapal. aku bukan bangsawan aku bukan priayi. aku hanyalah orang yang ingin dicintai. ho oh ho oh ho oh oh. ho oh ho oh ho oh oh. andai aku letto. wis pasti aku wong jowo. tapi kenyataan aku bukan siapa siapa siapa siapa . aku ingin engkau mencintaiku apa adanya. aku bukan superstar kayak dan terkenal. aku bukan saudagar yang punya banyak kapal. aku bukan bangsawan aku bukan priayi. aku hanyalah orang yang ingin dicintai. kata orang aku mirip glenn fredly. suara merdu wanita jatuh hati. namun semua itu hanya mimpi that sih right baby . bagimu wo ho wo uh hu uh . jadi semua itu hanya mimpi . ya iyalah masa ya iya dong . duren saja dibelah bukan dibedong. aku bukan superstar kayak dan terkenal. aku bukan saudagar yang punya banyak kapal. aku bukan bangsawan aku bukan priayi. aku hanyalah orang yang ingin dicintai,ku bukan superstar kayak dan terkenal. aku bukan saudagar yang punya banyak kapal. aku bukan bangsawan aku bukan priayi. aku hanyalah orang yang ingin dicintai. ho oh ho oh ho oh oh. ho oh ho oh ho oh oh,bahagia
237,sahabat selamanya,padi,dua tiga kapal belayar di samudera. ayuh sahabatku kita bergembira. bermain bernyanyi bersama menikmati indahnya dunia. kerna. sahabat untuk selamanya. bersama untuk selamanya. kau dan aku sahabat. untuk selamanya setia. oh oh. oh oh. oh oh. berakit rakit kita ke hulu. berenang renang kita ke tepian. kita berbeda untuk saling mengisi segala kekurangan kita. menjadi. sahabat untuk selamanya. atasi semua perbedaan. kau dan aku sahabat. untuk selamanya. selama lamanya. setia. tidak ada bukit yang terlalu tinggi. untuk kita daki bersama. dan tidak ada laut yang terlalu dalam. untuk diselami. sahabat untuk selamanya. bersama untuk selamanya. kau dan aku sahabat. untuk selamanya oh. sahabat untuk selamanya. berbagi dan saling menjaga. kau dan aku sahabat. untuk selamanya. selama lamanya. untuk selamanya. setia. setia. setia,sahabat untuk selamanya. atasi semua perbedaan. kau dan aku sahabat. untuk selamanya. selama lamanya. setia,bahagia
238,terlatih patah hati,the rain ft. endank soekamti,aku sudah mulai lupa. saat pertama rasakan lara. oleh harapan yang pupus. hingga hati cedera serius. terima kasih kalian. barisan para mantan. dan semua yang pergi. tanpa sempat aku miliki. album indexliriklagu.info. tidak satupun yang aku sesali. hanya membuatku semakin terlatih. begini rasanya terlatih patah hati. hadapi getirnya terlatih disakiti. bertepuk sebelah tangan sudah biasa . ditinggal tanpa alasan sudah biasa . penuh luka itu pasti tapi aku tetap bernyanyi. lama tidak aku dengar tentangnya. yang paling dalam tancapkan luka. satu hal yang aku tahu. terkadang dia juga rindu. terima kasih kalian. barisan para mantan. dan semua yang pergi. tanpa sempat aku miliki. tidak satupun yang aku sesali. hanya membuatku semakin terlatih. begini rasanya terlatih patah hati. hadapi getirnya terlatih disakiti. bertepuk sebelah tangan sudah biasa . ditinggal tanpa alasan sudah biasa . penuh luka itu pasti tapi aku tetap bernyanyi. begini rasanya terlatih patah hati. hadapi getirnya terlatih disakiti. bertepuk sebelah tangan sudah biasa . ditinggal tanpa alasan sudah biasa . penuh luka itu pasti tapi aku tetap bernyanyi,begini rasanya terlatih patah hati. hadapi getirnya terlatih disakiti. bertepuk sebelah tangan sudah biasa . ditinggal tanpa alasan sudah biasa . penuh luka itu pasti tapi aku tetap bernyanyi,bahagia
239,buka semangat baru,"ello, barry, ipank, lala karmela",hello teman semua. ayo kita sambut. hari baru telah tiba. apa yang aku rasakan. aku ingin engkau tahu. dan berbagi bersama. buka kita buka hari yang baru. sebarkan semangat langkah ke depan. jadi pribadi baru. buka kita buka jalan yang baru. tebarkan senyum wajah gembira. dalam suasana baru. bukalah bukalah semangat baru. bukalah bukalah semangat baru. bukalah bukalah semangat baru. coba diam walau hanya untuk sejenak. dengarkan kata dari segala yang aku ucap. aku jelang pagi ini nikmati damai di hati. dalam waktu penuh arti karena aku dicintai. aku ingat kemarin suasana tidak bersemangat. namun kini aku jalani dan semua rasanya tepat. bersama kita coba wujudkan harapan. membuka jalan dalam gapai setiap tujuan. mentari bersinar selalu. ini yang aku meminta penuh semangat tertawa. bersamamu teman semua. karena ini saatnya kita nyanyi bersama. buka kita buka hari yang baru. sebarkan semangat langkah ke depan. jadi pribadi baru jadi pribadi baru . buka kita buka jalan yang baru. tebarkan senyum wajah gembira. dalam suasana baru. dengarkan hatimu pastikan pilihanmu. esok mentari akan datang bawa sejuta harapan. kita jumpa di sana berbagi bersama. dan kita tahu pelangi yang satukan kita. buka kita buka hari yang baru. sebarkan semangat langkah ke depan. jadi pribadi baru. buka kita buka hari yang baru. sebarkan semangat langkah ke depan. jadi pribadi baru. bukalah bukalah semangat baru bukalah . bukalah bukalah semangat baru bukalah . bukalah bukalah semangat baru. oh bukalah sih mangat baru. bukalah bukalah semangat baru bukalah . bukalah bukalah semangat baru bukalah . bukalah bukalah semangat baru. bukalah bukalah semangat baru. bukalah bukalah semangat baru. bukalah semangat baru,buka kita buka hari yang baru. sebarkan semangat langkah ke depan. jadi pribadi baru. buka kita buka hari yang baru. sebarkan semangat langkah ke depan. jadi pribadi baru. bukalah bukalah semangat baru bukalah . bukalah bukalah semangat baru bukalah . bukalah bukalah semangat baru. oh bukalah sih mangat baru,bahagia
